title,titleUrl,time,channel_name,channel_url,date,year,month,month_name,weekday,day,hour,minute
"The Uorfi Javed Roast Show | Munawar Faruqui | Ft. Kullu, Maheep Singh, Shreeja & Raunaq Rajani",https://www.youtube.com/watch?v=lSk13LENm2Y,2024-09-06 13:10:02.801000+00:00,Munawar Faruqui,https://www.youtube.com/channel/UC4aTcVTewbHtLeV8eK3enwA,2024-09-06,2024,9,September,Friday,6,13,10
Welcome To The Official Jude Bellingham YouTube Channel 📺,https://www.youtube.com/watch?v=LhLlzzbuLWM,2024-09-05 17:08:36.479000+00:00,Jude Bellingham,https://www.youtube.com/channel/UCgC3HxnSnt7hyvCKVHSsxsA,2024-09-05,2024,9,September,Thursday,5,17,8
Official Trailer | Jude Bellingham | 'Out Of The Floodlights' | September 12th,https://www.youtube.com/watch?v=vBqx3Wob7R8,2024-09-05 17:08:13.899000+00:00,Jude Bellingham,https://www.youtube.com/channel/UCgC3HxnSnt7hyvCKVHSsxsA,2024-09-05,2024,9,September,Thursday,5,17,8
"Cristiano Ronaldo diciendo ""Qué mirás bobo""!",https://www.youtube.com/watch?v=etps-RdsTz0,2024-09-05 17:07:51.743000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-05,2024,9,September,Thursday,5,17,7
Soy Georgina Temporada 3... ¡con Cristiano!,https://www.youtube.com/watch?v=e9CkkiPCo30,2024-09-05 17:06:25.436000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-05,2024,9,September,Thursday,5,17,6
899 goals... ¡Cositas!,https://www.youtube.com/watch?v=TFtR0HLJluc,2024-09-05 06:17:33.955000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-05,2024,9,September,Thursday,5,6,17
Curl Shot tutorial |eFootball23|,https://www.youtube.com/watch?v=bR5f6yfTOa4,2024-09-05 06:17:24.219000+00:00,Eimurn,https://www.youtube.com/channel/UCSDSijl1Ax7aEFV926QUh7g,2024-09-05,2024,9,September,Thursday,5,6,17
Pro Tips To Master LONG-RANGE CURLER : Score From ANYWHERE!,https://www.youtube.com/watch?v=z3IGWoELGDU,2024-09-05 06:16:44.353000+00:00,Duozz,https://www.youtube.com/channel/UC73sTTWBNQgklMInSE67Y9A,2024-09-05,2024,9,September,Thursday,5,6,16
Cristiano Ronaldo Confirms WORLD CUP 2026 ! Manchester United Supports Ten hag | Divyansh,https://www.youtube.com/watch?v=vxIlimPSwS4,2024-09-05 06:15:54.880000+00:00,Divyansh,https://www.youtube.com/channel/UCWsqW-VTmNFs9m20deW1gMg,2024-09-05,2024,9,September,Thursday,5,6,15
The FAKESHOT SECRET Pros Don't Want You To Know | REMAIN A NOOB or LEARN THIS SKILL! Choice is yours,https://www.youtube.com/watch?v=LvR13ziEfRU,2024-09-05 05:59:27.907000+00:00,bacchazoro11,https://www.youtube.com/channel/UCfdMSzgtOwSNbL52PaaFwpQ,2024-09-05,2024,9,September,Thursday,5,5,59
Modern Portfolio using Tailwind CSS in Hindi | Cursor Tracking Animation | Part 1,https://www.youtube.com/watch?v=kLEBM1_7fWY,2024-09-05 05:59:04.376000+00:00,Anurag Singh ProCodrr,https://www.youtube.com/channel/UCbK5xfFYH99Hu2pl4CBarNg,2024-09-05,2024,9,September,Thursday,5,5,59
eFootball 24 What's coming today? | LIVE #playgalaxy,https://www.youtube.com/watch?v=WQLOyzHbG8A,2024-09-05 05:58:21.536000+00:00,LIARS FC Soccerworld,https://www.youtube.com/channel/UC1qjTZAkimFkNSLMAZyIc5Q,2024-09-05,2024,9,September,Thursday,5,5,58
Learn These Easy Tips To Become a PRO in eFootball...,https://www.youtube.com/watch?v=qG3D2lZc9dM,2024-09-04 15:17:17.859000+00:00,Reevuz,https://www.youtube.com/channel/UCIhdDljnw1PIgTXA6Pvuelw,2024-09-04,2024,9,September,Wednesday,4,15,17
HOW TO SHOOT WITH POWER + ACCURACY  FROM RANGE |🤫DON'T TELL,https://www.youtube.com/watch?v=vJIOtgWUZQU,2024-09-04 09:08:43.930000+00:00,Konami Street,https://www.youtube.com/channel/UClsSZLq3sNs8KsE1xEd6yzA,2024-09-04,2024,9,September,Wednesday,4,9,8
How to curl shot long range like pro 💪- Use this tips Tutorial Tips🤗 - Efootball 2024,https://www.youtube.com/watch?v=-jflu-20Tdw,2024-09-04 09:00:46.224000+00:00,EFOOTBALL86,https://www.youtube.com/channel/UCZ9bz688JVK331GL7em_PeA,2024-09-04,2024,9,September,Wednesday,4,9,0
How To Get Free Epic National Players In Free Try !! 🤩🔥 eFootball 2024 Mobile,https://www.youtube.com/watch?v=cHvWkW6P974,2024-09-04 07:17:02.421000+00:00,WhiteG-99P,https://www.youtube.com/channel/UC08zyEX9amyrnW49lgpIjMA,2024-09-04,2024,9,September,Wednesday,4,7,17
100% Working Trick To Get Free Epic National Players In Free Try !! 🤩🔥 eFootball 2024 Mobile,https://www.youtube.com/watch?v=nzwqLBaK2zw,2024-09-03 16:07:36.770000+00:00,WhiteG-99P,https://www.youtube.com/channel/UC08zyEX9amyrnW49lgpIjMA,2024-09-03,2024,9,September,Tuesday,3,16,7
7 Mind-Blowing Charts That Will Change How You Look at Football,https://www.youtube.com/watch?v=29rjMzs7BmU,2024-09-03 15:47:23.867000+00:00,Futbolistics,https://www.youtube.com/channel/UCuDkx4jSZSWkDSW5_mRHsww,2024-09-03,2024,9,September,Tuesday,3,15,47
Surat News | ડમ્પર પાણીમાં પલટી ગયું | Flood | Heavy Rain | Surat Rain | News 18 Gujarati |N18V,https://www.youtube.com/watch?v=xQPqSJv186o,2024-09-03 15:45:08.744000+00:00,News18 Gujarati,https://www.youtube.com/channel/UCqfX_f4rBbPhq_KESE4saCA,2024-09-03,2024,9,September,Tuesday,3,15,45
Minecraft Hopper Tutorial Part 3 - Moving Items,https://www.youtube.com/watch?v=Zn9IhBK9vbU,2024-09-03 11:59:12.324000+00:00,stormfrenzy,https://www.youtube.com/channel/UCjwKWW1B8A8dZzHFW6plTKw,2024-09-03,2024,9,September,Tuesday,3,11,59
How to Help Regrow Your Hair (UPDATED VITAL INFO),https://www.youtube.com/watch?v=9yr7A1fOuKM,2024-09-03 05:27:56.277000+00:00,Dr. Eric Berg DC,https://www.youtube.com/channel/UC3w193M5tYPJqF0Hi-7U-2g,2024-09-03,2024,9,September,Tuesday,3,5,27
INDIA'S GOT LATENT | EP 05 ft. @KunalKamra @AtulKhatriComedian,https://www.youtube.com/watch?v=m3O1lnPJszk,2024-09-02 05:46:04.288000+00:00,Samay Raina,https://www.youtube.com/channel/UCAov2BBv1ZJav0c_yHEciAw,2024-09-02,2024,9,September,Monday,2,5,46
Kylian Mbappe & Real Madrid are Finally Back ? Liverpool Humbled Manchester United 0-3 ! Divyansh,https://www.youtube.com/watch?v=yCBHvQ952vA,2024-09-02 05:42:19.709000+00:00,Divyansh,https://www.youtube.com/channel/UCWsqW-VTmNFs9m20deW1gMg,2024-09-02,2024,9,September,Monday,2,5,42
REAL MADRID 2 - 0 REAL BETIS | RESUMEN LALIGA EA SPORTS,https://www.youtube.com/watch?v=hT0lRJB-0kE,2024-09-02 05:39:08.588000+00:00,LALIGA EA SPORTS,https://www.youtube.com/channel/UCTv-XvfzLX3i4IGWAm4sbmA,2024-09-02,2024,9,September,Monday,2,5,39
I made Samay Raina code for 1 hour,https://www.youtube.com/watch?v=N0_9Q-G2KL4,2024-09-01 18:35:49.753000+00:00,Harkirat Singh,https://www.youtube.com/channel/UCWX0cUR2rZcqKei1Vstww-A,2024-09-01,2024,9,September,Sunday,1,18,35
The real reason why I cried in Euro 24,https://www.youtube.com/watch?v=55U2mLxARC4,2024-09-01 18:34:46.700000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-01,2024,9,September,Sunday,1,18,34
MY GOAL: 1000 GOALS,https://www.youtube.com/watch?v=i0GnOGG5Q-Y,2024-08-31 21:56:51.852000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-31,2024,8,August,Saturday,31,21,56
A day in the life of Cristiano Ronaldo (Champions League Award Edition),https://www.youtube.com/watch?v=C850U295CX4,2024-08-31 21:54:44.953000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-31,2024,8,August,Saturday,31,21,54
I receive THE BIGGEST AWARD of the Champions League,https://www.youtube.com/watch?v=eh0kXm62W9A,2024-08-31 21:51:58.312000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-31,2024,8,August,Saturday,31,21,51
899 goals... ¡Cositas!,https://www.youtube.com/watch?v=TFtR0HLJluc,2024-08-31 21:51:30.933000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-31,2024,8,August,Saturday,31,21,51
Welcome to my new YouTube Channel!!,https://www.youtube.com/watch?v=6huYOWoyY0g,2024-08-31 21:51:28.256000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-31,2024,8,August,Saturday,31,21,51
WHO IS THE TRUE GOAT OF FÚTBOL?! 💨 ⚽️ @IShowSpeed,https://www.youtube.com/watch?v=JNGkQ4RkTFk,2024-08-31 21:51:12.833000+00:00,Broadcast Boys,https://www.youtube.com/channel/UC6y-grwEU6hUrhuv5auzP9Q,2024-08-31,2024,8,August,Saturday,31,21,51
Fullstack/MERN Stack Task Manager App #2,https://www.youtube.com/watch?v=3_oKU0-kAEY,2024-08-31 06:27:26.073000+00:00,CodeWave,https://www.youtube.com/channel/UCjwxD9TVk3KTR59DsOQlSzg,2024-08-31,2024,8,August,Saturday,31,6,27
Fullstack/MERN Stack Task Manager App #3,https://www.youtube.com/watch?v=j3LytVMEAk0,2024-08-31 05:33:38.379000+00:00,CodeWave,https://www.youtube.com/channel/UCjwxD9TVk3KTR59DsOQlSzg,2024-08-31,2024,8,August,Saturday,31,5,33
Fullstack/MERN Stack Task Manager App #1,https://www.youtube.com/watch?v=PDWgxqOzvxo,2024-08-31 05:24:38.051000+00:00,CodeWave,https://www.youtube.com/channel/UCjwxD9TVk3KTR59DsOQlSzg,2024-08-31,2024,8,August,Saturday,31,5,24
This Sadio Mané curler 😍,https://www.youtube.com/watch?v=_6JDK8bBRis,2024-08-31 04:21:09.183000+00:00,FC Bayern München,https://www.youtube.com/channel/UCZkcxFIsqW5htimoUQKA0iA,2024-08-31,2024,8,August,Saturday,31,4,21
Elon Musk HIRED A 14-year OLD BOY 😳| #shorts,https://www.youtube.com/watch?v=ANSSFw8sWS4,2024-08-29 10:11:52.327000+00:00,Manvendra Chauhan,https://www.youtube.com/channel/UCVsW2giy-FsMq555pAyDCpQ,2024-08-29,2024,8,August,Thursday,29,10,11
My thoughts on my 2023/24 season and the truth about my future. Talk with my friend Rio (PART 1),https://www.youtube.com/watch?v=M8KHrlhDNIY,2024-08-28 15:26:23.130000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-28,2024,8,August,Wednesday,28,15,26
Georgina CALIFICA outfits de Cristiano Ronaldo ¡No creerás cuál es su favorito! | Gio & Cris Parte 2,https://www.youtube.com/watch?v=tizVemSwwmc,2024-08-27 13:25:53.999000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-27,2024,8,August,Tuesday,27,13,25
Football Returning To Its Normal Level #shorts #football,https://www.youtube.com/watch?v=8FR9iHzOR_U,2024-08-24 15:25:12.613000+00:00,Markaroni,https://www.youtube.com/channel/UC62efsUgKggjHCQvabTAeUg,2024-08-24,2024,8,August,Saturday,24,15,25
The All Indian Rappers | Purav Jha,https://www.youtube.com/watch?v=VCrNOL5eEws,2024-08-24 14:16:32.614000+00:00,Purav Jha,https://www.youtube.com/channel/UCKxvc8h4kb11SjGXaXXQuRA,2024-08-24,2024,8,August,Saturday,24,14,16
"“Bernabéu… pressure… 90,000” 🔥🔥🔥",https://www.youtube.com/watch?v=7JZPEeZFjKw,2024-08-24 14:15:18.078000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,15
The golden button… for my golden kids,https://www.youtube.com/watch?v=PbgUg_aBHf4,2024-08-24 14:15:10.671000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,15
"This is how I felt when I discovered paradise… 🌊 THE RED SEA Project, Saudi",https://www.youtube.com/watch?v=HQ8gIrd4Gyo,2024-08-24 14:13:36.354000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,13
Cristiano Ronaldo y Georgina revelan todo en el quiz de parejas | Cris & Gio Parte I,https://www.youtube.com/watch?v=I74FAkaL1Fk,2024-08-24 14:10:42.593000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,10
Are you ready to discover my new channel?,https://www.youtube.com/watch?v=35S7zTBFRhQ,2024-08-24 14:09:24.553000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,9
Nadal or Djokovic? Box or UFC? NBA or NFL? These are my passions!,https://www.youtube.com/watch?v=GqYpn_s1Hjg,2024-08-24 14:08:20.575000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,8
I rate my best Euro goals… with the SIUUUMETER,https://www.youtube.com/watch?v=eWFxXJf5D_M,2024-08-24 14:07:55.429000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,7
Welcome to my new YouTube Channel!!,https://www.youtube.com/watch?v=6huYOWoyY0g,2024-08-24 14:07:47.973000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-24,2024,8,August,Saturday,24,14,7
The RISE of Ronaldo Continues! (UR Cristiano Live Sub Count),https://www.youtube.com/watch?v=fNPQb8D--q0,2024-08-23 22:42:36.912000+00:00,YT Battles,https://www.youtube.com/channel/UCluz1vjFgbA3At7-NeE1yBA,2024-08-23,2024,8,August,Friday,23,22,42
The RISE of Ronaldo Continues! (UR Cristiano Live Sub Count),https://www.youtube.com/watch?v=fNPQb8D--q0,2024-08-23 17:13:39.614000+00:00,YT Battles,https://www.youtube.com/channel/UCluz1vjFgbA3At7-NeE1yBA,2024-08-23,2024,8,August,Friday,23,17,13
The golden button… for my golden kids,https://www.youtube.com/watch?v=PbgUg_aBHf4,2024-08-23 16:21:21.365000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-23,2024,8,August,Friday,23,16,21
How to reach out to a recruiter on LinkedIn?,https://www.youtube.com/watch?v=I2Vn8NBTdyQ,2024-08-23 12:01:51.758000+00:00,Diksha Arora - Interview Coach,https://www.youtube.com/channel/UCxcoHIHy1FdJ7t5TAa7JXfw,2024-08-23,2024,8,August,Friday,23,12,1
How does LinkedIn Change Your Life | Tips For Build A Strong Profile | By Mehreen Anwar | HR Wing,https://www.youtube.com/watch?v=MUGSEHCFnVw,2024-08-23 12:01:32.893000+00:00,Qasim Ali Shah Foundation,https://www.youtube.com/channel/UCO3TZHlYahBuErqLXW4_8gg,2024-08-23,2024,8,August,Friday,23,12,1
घर के खाने की ताकत को पहचानो - Hair health #drrobin #remedis #health #ayurved #doctor #remedy,https://www.youtube.com/watch?v=xGDq_cjnas8,2024-08-23 11:59:37.180000+00:00,Dr.Robin Sharma,https://www.youtube.com/channel/UChSmPisHeT_WU2utALjD_GQ,2024-08-23,2024,8,August,Friday,23,11,59
UR · Cristiano Ronaldo vs IShowSpeed - Subscriber Count History (2017-2024),https://www.youtube.com/watch?v=RmLo_PvAe4w,2024-08-23 11:23:08.528000+00:00,MineStats,https://www.youtube.com/channel/UC51BiewiahRBaLmcvDknVWA,2024-08-23,2024,8,August,Friday,23,11,23
Future: Top 50 YouTube Channels  Live Sub Count || Most Subscribed Youtube Channel (2006 To 2030),https://www.youtube.com/watch?v=kknphlXkHqE,2024-08-23 11:21:45.062000+00:00,The Ranking Race,https://www.youtube.com/channel/UC5cNQ223iHvfopLxTABXuhw,2024-08-23,2024,8,August,Friday,23,11,21
Cristiano Ronaldo vs MrBeast (Ronaldo LIVE Subscriber Count),https://www.youtube.com/watch?v=3ogjzKSAb_E,2024-08-23 06:56:59.650000+00:00,Youtube Wars,https://www.youtube.com/channel/UC7sfNL2zUYOnaA6P9iwMX3w,2024-08-23,2024,8,August,Friday,23,6,56
"Cristiano Ronaldo Youtube 25 Million Subscribers, Barcelona Still Cannot Register Dani Olmo ?",https://www.youtube.com/watch?v=W5YEKGDVoZY,2024-08-23 06:54:31.882000+00:00,Divyansh,https://www.youtube.com/channel/UCWsqW-VTmNFs9m20deW1gMg,2024-08-23,2024,8,August,Friday,23,6,54
’The NEXT MrBeast!?’ Cristiano Ronaldo makes YouTube HISTORY!  | ESPN FC,https://www.youtube.com/watch?v=z8uWgnIwmAA,2024-08-23 06:53:08.192000+00:00,ESPN FC,https://www.youtube.com/channel/UC6c1z7bA__85CIWZ_jpCK-Q,2024-08-23,2024,8,August,Friday,23,6,53
What Does Ronaldo Have In Store At His YouTube Channel? | First Sports With Rupha Ramani,https://www.youtube.com/watch?v=5WT2wikSy5M,2024-08-23 06:52:16.708000+00:00,Firstpost,https://www.youtube.com/channel/UCz8QaiQxApLq8sLNcszYyJw,2024-08-23,2024,8,August,Friday,23,6,52
UR · Cristiano Ronaldo YOUTUBE CHANNEL : 27 Million Subscribers LIVE SUB COUNT,https://www.youtube.com/watch?v=kAoW9qzuYGk,2024-08-23 06:45:42.261000+00:00,Tycon Gamer,https://www.youtube.com/channel/UCuMVH1SVD4WaNlLsMjsDyuw,2024-08-23,2024,8,August,Friday,23,6,45
LIVE: UR · Cristiano Ronaldo vs MrBeast Sub Count Battle,https://www.youtube.com/watch?v=g6DT3ii46fc,2024-08-23 06:44:57.760000+00:00,Score 90 Shorts,https://www.youtube.com/channel/UCJckf2Ppq2oOmbYmAlQ3p0Q,2024-08-23,2024,8,August,Friday,23,6,44
🔴LIVE: UR · Cristiano Ronaldo vs MrBeast Sub Count Battle (Cristiano Ronaldo New Channel),https://www.youtube.com/watch?v=3QJj-PuuaU8,2024-08-23 06:44:34.807000+00:00,Vipa,https://www.youtube.com/channel/UCDuBzbfyIHdCSe_xmjU0pfw,2024-08-23,2024,8,August,Friday,23,6,44
Examining Cristiano Ronaldo's record-breaking YouTube channel! 📈📺,https://www.youtube.com/watch?v=I0rTaepO4r8,2024-08-23 06:39:48.441000+00:00,Sky Sports Football,https://www.youtube.com/channel/UCZ7wY7MRDSygp63HIEfdQZA,2024-08-23,2024,8,August,Friday,23,6,39
RONALDO ABOUT TO PASS ME IN SUBS!,https://www.youtube.com/watch?v=mlkf3D_cd20,2024-08-23 06:14:46.137000+00:00,IShowSpeed,https://www.youtube.com/channel/UCWsDFcIhY2DBi3GB5uykGXA,2024-08-23,2024,8,August,Friday,23,6,14
🔴LIVE: UR · Cristiano Ronaldo vs MrBeast Sub Count Battle (Cristiano Ronaldo New Channel),https://www.youtube.com/watch?v=8CzBm2RRouU,2024-08-22 20:14:38.070000+00:00,Sprayt BS,https://www.youtube.com/channel/UC_ORIn37RmDERPygKcVbE6A,2024-08-22,2024,8,August,Thursday,22,20,14
Speed & Kai finally beat Hardcore minecraft,https://www.youtube.com/watch?v=W7GbuJf4-jM,2024-08-22 16:11:40.237000+00:00,SpeedUniverse,https://www.youtube.com/channel/UCOC64I7IV17EvSIZJ1HDfHw,2024-08-22,2024,8,August,Thursday,22,16,11
The RISE of Ronaldo Continues! (UR Cristiano Live Sub Count),https://www.youtube.com/watch?v=fNPQb8D--q0,2024-08-22 16:11:19.584000+00:00,YT Battles,https://www.youtube.com/channel/UCluz1vjFgbA3At7-NeE1yBA,2024-08-22,2024,8,August,Thursday,22,16,11
CRISTIANO RONALDO - THE BIGGEST YOUTUBER ? 🥶,https://www.youtube.com/watch?v=DxaWXqdY7ZM,2024-08-22 14:23:55.837000+00:00,RAPBOT,https://www.youtube.com/channel/UC2ImtkYcqZjGGx8nvWCbU0g,2024-08-22,2024,8,August,Thursday,22,14,23
LIVE: Cristiano Ronaldo vs MrBeast Sub Count Battle,https://www.youtube.com/watch?v=aDA-bR7LJTQ,2024-08-22 12:58:13.883000+00:00,Score 90 Shorts,https://www.youtube.com/channel/UCJckf2Ppq2oOmbYmAlQ3p0Q,2024-08-22,2024,8,August,Thursday,22,12,58
UR · Cristiano vs MrBeast,https://www.youtube.com/watch?v=IQQ7kK9jzAc,2024-08-22 08:07:47.761000+00:00,الموهبة فن - Talent is an art,https://www.youtube.com/channel/UCp5hBFwSEo8u5WddWrS7EKQ,2024-08-22,2024,8,August,Thursday,22,8,7
"Speed Reacts to Cristiano Ronaldo's New YouTube Channel ""UR•Cristiano""",https://www.youtube.com/watch?v=up1Cw_vFN7M,2024-08-22 05:29:37.582000+00:00,Ranger ,https://www.youtube.com/channel/UCs_VDZ7J6u84BOliUF_ERbg,2024-08-22,2024,8,August,Thursday,22,5,29
🚨 Live UR Cristiano Vs Leo Messi Subscriber Count Showdown,https://www.youtube.com/watch?v=O9XNqG5IIUs,2024-08-22 05:09:26.599000+00:00,Haitian Tv Show,https://www.youtube.com/channel/UCHsKeFpK41bjHeqdel-sJ5g,2024-08-22,2024,8,August,Thursday,22,5,9
"🔴 UR Cristiano Ronaldo Channel vs MrBeast, Justin Bieber, BTS etc",https://www.youtube.com/watch?v=q5MEtwgo3XU,2024-08-22 05:09:05.281000+00:00,BL Football Talks,https://www.youtube.com/channel/UCheoPVfCDFaQs51tDGR7hTA,2024-08-22,2024,8,August,Thursday,22,5,9
🔴UR Cristiano vs Mrbeast Live Subscriber Count,https://www.youtube.com/watch?v=NofAZ-PLTWg,2024-08-22 04:51:54.401000+00:00,Aap Ki Duniya,https://www.youtube.com/channel/UCTS39bWeaMoQ6TOr2qUliwQ,2024-08-22,2024,8,August,Thursday,22,4,51
Famous Reaction On Ronaldo's BRAND New YouTube Channel - UR · Cristiano,https://www.youtube.com/watch?v=7B6ENOhj0FQ,2024-08-22 04:50:40.621000+00:00,Filmy2oons,https://www.youtube.com/channel/UCC_gNf3E5VZ4pIDpifIlxTg,2024-08-22,2024,8,August,Thursday,22,4,50
BEATING MINECRAFT HARDCORE PART 10 ⛏️🍄 ft. Kai Cenat,https://www.youtube.com/watch?v=ObC3wVRB26Q,2024-08-22 04:48:35.850000+00:00,IShowSpeed,https://www.youtube.com/channel/UCWsDFcIhY2DBi3GB5uykGXA,2024-08-22,2024,8,August,Thursday,22,4,48
Fastest hit 10 Million Subscribers on Youtube ►3D Compare || UR · Cristiano,https://www.youtube.com/watch?v=G1pxjqeR8OE,2024-08-22 03:14:21.076000+00:00,C-Ompare,https://www.youtube.com/channel/UCbRFrP0qaGuSWdd6BX_-6ZA,2024-08-22,2024,8,August,Thursday,22,3,14
🔴LIVE: Cristiano Ronaldo vs MrBeast Subscriber Count Battle,https://www.youtube.com/watch?v=M9UN1H5HyTs,2024-08-22 03:10:40.233000+00:00,MineStats,https://www.youtube.com/channel/UC51BiewiahRBaLmcvDknVWA,2024-08-22,2024,8,August,Thursday,22,3,10
LIVE Cristiano Ronaldo Sub Count - Cristiano Ronaldo Live Sub Count VS iShowSpeed Sub Count,https://www.youtube.com/watch?v=UMj_QrbMPlc,2024-08-22 03:08:32.496000+00:00,TivO,https://www.youtube.com/channel/UC27vrpfptLHF-AZoqaaelfg,2024-08-22,2024,8,August,Thursday,22,3,8
When I met the most famous Cristiano,https://www.youtube.com/watch?v=jeDKsg8r3ew,2024-08-22 03:08:12.497000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-22,2024,8,August,Thursday,22,3,8
This is how I manage the pressure of being Cristiano,https://www.youtube.com/watch?v=hKR57pX7-fY,2024-08-21 18:37:39.955000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,37
"""Conocerás a los verdaderos Cristiano y Georgina""",https://www.youtube.com/watch?v=6BnBh01LOgA,2024-08-21 18:36:56.671000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,36
Georgina y yo te contamos de qué trata #UR Cristiano,https://www.youtube.com/watch?v=ORc2270vgqs,2024-08-21 18:33:18.958000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,33
I rate my best Euro goals… with the SIUUUMETER,https://www.youtube.com/watch?v=eWFxXJf5D_M,2024-08-21 18:32:53.911000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,32
Cristiano Jr. dares to challenge me… with a freekick!,https://www.youtube.com/watch?v=QdtDGyc3818,2024-08-21 18:32:27.966000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,32
This is how I overcome adversity 💪,https://www.youtube.com/watch?v=DhFZd3dlOQI,2024-08-21 18:32:09.101000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,32
Welcome to my new YouTube Channel!!,https://www.youtube.com/watch?v=6huYOWoyY0g,2024-08-21 18:30:30.161000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,30
It's ready! Cristiano REVEALS his new project to the entire world! 🔥,https://www.youtube.com/watch?v=ZkuaJYurYHw,2024-08-21 18:29:50.862000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,29
This is how I overcome adversity 💪,https://www.youtube.com/watch?v=E9WcwprYcSw,2024-08-21 18:28:56.491000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,28
Cristiano riding free! 🚴‍♂️,https://www.youtube.com/watch?v=2aAH-B3hGaQ,2024-08-21 18:28:55.837000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,28
¿Georgina sabe cuál es mi color favorito?,https://www.youtube.com/watch?v=s0QxGOHjhFI,2024-08-21 18:27:33.142000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,27
👀,https://www.youtube.com/watch?v=Xa53WiSFxMw,2024-08-21 18:27:32.222000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-08-21,2024,8,August,Wednesday,21,18,27
